algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,avg_runtime,perf_variation
pak,CoMD,1,2,0,1024,115,39.2091,20,41.379472666666665,2.1703726666666654
rand,CoMD,1,2,0,1024,115,42.2815,20,41.928767322834645,0.3527326771653563
spr,CoMD,2,1,0,1024,115,38.6475,20,41.281371812080536,2.6338718120805353
pak,CoMD,2,1,0,1024,115,38.7537,20,41.379472666666665,2.6257726666666628
rand,CoMD,2,1,0,1024,115,40.006,20,41.928767322834645,1.9227673228346447
spr,CoMD,3,0,0,1024,115,40.0259,20,41.281371812080536,1.2554718120805362
pak,CoMD,3,0,0,1024,115,38.4766,20,41.379472666666665,2.902872666666667
rand,CoMD,3,0,0,1024,115,39.0183,20,41.928767322834645,2.9104673228346414
spr,CoMD,4,0,1,1024,115,38.3922,20,41.281371812080536,2.8891718120805336
pak,CoMD,4,0,1,1024,115,38.4633,20,41.379472666666665,2.916172666666668
rand,CoMD,4,0,1,1024,115,37.6299,20,41.928767322834645,4.298867322834646
spr,CoMD,5,0,2,1024,115,37.7582,20,41.281371812080536,3.523171812080534
pak,CoMD,5,0,2,1024,115,37.5364,20,41.379472666666665,3.8430726666666644
rand,CoMD,5,0,2,1024,115,39.0896,20,41.928767322834645,2.8391673228346477
spr,CoMD,1,2,0,1024,64,50.2394,24,41.281371812080536,8.958028187919467
pak,CoMD,1,2,0,1024,64,49.6902,24,41.379472666666665,8.310727333333332
rand,CoMD,1,2,0,1024,64,54.4138,24,41.928767322834645,12.485032677165357
spr,CoMD,2,1,0,1024,64,50.2437,24,41.281371812080536,8.96232818791946
pak,CoMD,2,1,0,1024,64,50.3129,24,41.379472666666665,8.933427333333334
rand,CoMD,2,1,0,1024,64,52.9553,24,41.928767322834645,11.026532677165356
spr,CoMD,3,0,0,1024,64,48.383,24,41.281371812080536,7.1016281879194665
pak,CoMD,3,0,0,1024,64,49.0081,24,41.379472666666665,7.628627333333334
rand,CoMD,3,0,0,1024,64,50.7728,24,41.928767322834645,8.844032677165352
spr,CoMD,4,0,1,1024,64,48.159,24,41.281371812080536,6.877628187919463
pak,CoMD,4,0,1,1024,64,49.084,24,41.379472666666665,7.704527333333338
rand,CoMD,4,0,1,1024,64,49.0854,24,41.928767322834645,7.156632677165355
spr,CoMD,5,0,2,1024,64,48.7705,24,41.281371812080536,7.489128187919462
pak,CoMD,5,0,2,1024,64,49.1731,24,41.379472666666665,7.793627333333333
rand,CoMD,5,0,2,1024,64,48.7493,24,41.928767322834645,6.820532677165353
spr,CoMD,1,2,0,1024,80,43.9614,24,41.281371812080536,2.6800281879194614
pak,CoMD,1,2,0,1024,80,43.3831,24,41.379472666666665,2.003627333333334
rand,CoMD,1,2,0,1024,80,46.3953,24,41.928767322834645,4.466532677165354
spr,CoMD,2,1,0,1024,80,44.4307,24,41.281371812080536,3.1493281879194654
pak,CoMD,2,1,0,1024,80,42.3984,24,41.379472666666665,1.0189273333333375
rand,CoMD,2,1,0,1024,80,44.5374,24,41.928767322834645,2.608632677165353
spr,CoMD,3,0,0,1024,80,42.0167,24,41.281371812080536,0.735328187919464
pak,CoMD,3,0,0,1024,80,41.8551,24,41.379472666666665,0.4756273333333354
rand,CoMD,3,0,0,1024,80,43.2264,24,41.928767322834645,1.2976326771653532
spr,CoMD,4,0,1,1024,80,42.0119,24,41.281371812080536,0.730528187919461
pak,CoMD,4,0,1,1024,80,40.8574,24,41.379472666666665,0.5220726666666664
rand,CoMD,4,0,1,1024,80,41.9977,24,41.928767322834645,0.06893267716535689
spr,CoMD,5,0,2,1024,80,40.9376,24,41.281371812080536,0.34377181208053287
pak,CoMD,5,0,2,1024,80,41.2541,24,41.379472666666665,0.1253726666666637
rand,CoMD,5,0,2,1024,80,41.6449,24,41.928767322834645,0.2838673228346451
spr,CoMD,1,2,0,1024,115,41.4997,24,41.281371812080536,0.21832818791946096
pak,CoMD,1,2,0,1024,115,40.5269,24,41.379472666666665,0.8525726666666671
rand,CoMD,1,2,0,1024,115,44.0891,24,41.928767322834645,2.160332677165357
spr,CoMD,2,1,0,1024,115,41.481,24,41.281371812080536,0.19962818791946546
pak,CoMD,2,1,0,1024,115,39.8196,24,41.379472666666665,1.5598726666666636
rand,CoMD,2,1,0,1024,115,42.432,24,41.928767322834645,0.5032326771653572
spr,CoMD,3,0,0,1024,115,39.9956,24,41.281371812080536,1.285771812080533
pak,CoMD,3,0,0,1024,115,38.9416,24,41.379472666666665,2.4378726666666637
rand,CoMD,3,0,0,1024,115,40.8458,24,41.928767322834645,1.082967322834648
spr,CoMD,4,0,1,1024,115,38.3175,24,41.281371812080536,2.9638718120805336
pak,CoMD,4,0,1,1024,115,38.4868,24,41.379472666666665,2.8926726666666625
rand,CoMD,4,0,1,1024,115,39.4503,24,41.928767322834645,2.4784673228346463
spr,CoMD,5,0,2,1024,115,39.1719,24,41.281371812080536,2.1094718120805354
pak,CoMD,5,0,2,1024,115,38.8139,24,41.379472666666665,2.565572666666668
rand,CoMD,5,0,2,1024,115,39.1027,24,41.928767322834645,2.8260673228346462
rand,CoMD,1,2,0,1024,64,42.2215,16,41.928767322834645,0.292732677165354
